,Address,Coordinates
1367,UP Gorzyce Tarnobrzeskie,"(49.962055649999996, 18.380319007839404)"
1368,UP Rzepin,"(52.34432, 14.8382902)"
1369,FUP Gostyń Poznański 1,"(51.8778633, 17.0167637)"
1370,UP Milicz,"(51.5319957, 17.2752485)"
1371,UP Orneta,"(54.1155533, 20.1303378)"
1372,FUP Mielec 1,"(50.280247349999996, 21.46313425491699)"
1373,UP Chorzele,"(53.2610476, 20.8978631)"
1374,UP Ząbkowice Śląskie 1,"(50.3769914, 19.2661927)"
1375,UP Wierzbica k. Chełma,"(51.2492925, 21.0792463)"
1376,FUP Opole Lubelskie,"(50.678792900000005, 17.929884436033525)"
1377,FUP Chojnice 2,"(53.6999165, 17.570344138115953)"
1378,UP Otmuchów,"(50.46553145, 17.13236551741759)"
1379,UP Dąbrówno,"(53.4330094, 20.0360833)"
1380,UP Jankowice k. Rybnika,"(52.4394203, 16.6202896)"
1381,UP Wydminy,"(53.9819183, 22.0324318)"
1382,UP Zawidz Kościelny,"(52.8294792, 19.843663)"
1383,UP Białobrzegi k. Łańcuta,"(50.7729192, 23.1507229)"
1384,UP Ząbki 3,"(52.29233345, 21.114699883572584)"
1385,UP Jedwabne,"(53.2867308, 22.3021413)"
1386,FUP Warszawa 9,"(52.2319581, 21.0067249)"
1387,AP Szczecin,"(53.4301818, 14.5509623)"
1388,FUP Biała Podlaska 1,"(52.7962925, 23.2369031)"
1389,AP Kartuzy,"(54.3342281, 18.1973639)"
1390,FUP Czechowice-Dziedzice 2,"(49.9112146, 19.007564)"
1391,UP Bodzentyn,"(50.9409927, 20.9573478)"
1392,UP Skulsk,"(52.48212, 18.33123)"
1393,UP Mrocza,"(53.2438463, 17.6072363)"
1394,UP Leszno 1,"(51.8436068, 16.58042182076424)"
1395,UP Bydgoszcz 10,"(53.12974625, 18.029369658534854)"
1396,UP Wałbrzych 5,"(50.785221, 16.284640336127822)"
1397,UP Siemień,"(51.6329116, 22.7803935)"
1398,UP Czerwińsk n. Wisłą,"(52.0130585, 15.4211463)"
1399,FUP Mierzyn,"(51.2561204, 19.6761225)"
1400,UP Zabrze 7,"(50.31428055, 18.781576310579183)"
1401,UP Barczewo,"(53.8297112, 20.6911497)"
1402,UP Radziejów,"(52.61910615, 18.529365291530983)"
1403,UP Łomazy,"(51.9027665, 23.1755843)"
1404,FUP Szczecin 12,"(53.4301818, 14.5509623)"
1405,FUP Szczecin 39,"(53.4301818, 14.5509623)"
1406,UP Szczecin 37,"(53.4301818, 14.5509623)"
1407,UP Będzin 5,"(50.3359753, 19.117425848419487)"
1408,UP Bydgoszcz 11,"(53.12974625, 18.029369658534854)"
1409,UP Solec Kujawski 1,"(52.4384757, 19.3693462)"
1410,FUP Warszawa 89,"(52.2319581, 21.0067249)"
1411,UP Warszawa 150,"(52.2319581, 21.0067249)"
1412,UP Długosiodło,"(52.759577, 21.5929004)"
1413,UP Ostrowiec Świętokrzyski 7,"(52.3649067, 22.4869363)"
1414,UP Konstancin-Jeziorna 1,"(52.0834787, 21.1208073)"
1415,UP Jedlicze,"(49.714148, 21.6421513)"
1416,UP Korsze,"(54.1707614, 21.1442323)"
1417,UP Czarna k. Pilzna,"(51.3938508, 18.6338405)"
1418,UP Harasiuki,"(50.4724756, 22.4889669)"
1419,UP Siedlce 6,"(52.161593800000006, 22.281253302988254)"
1420,UP Zagnańsk,"(50.9800365, 20.6632227)"
1421,UP Kielce 27,"(50.85403585, 20.609914352101452)"
1422,UP Łopuszno,"(50.948616, 20.2505964)"
1423,FUP Toruń 16,"(53.0145361, 18.596583144651557)"
1424,UP Toruń 7,"(53.0145361, 18.596583144651557)"
1425,UP Gorzów Wielkopolski 14,"(50.0799574, 19.2325957)"
1426,UP Wąsewo,"(52.87309, 21.67353)"
1427,UP Dębno,"(52.7396681, 14.7014522)"
1428,UP Wrocław 36,"(51.1263106, 16.97819633051261)"
1429,UP Sieraków Wielkopolski,"(52.6517159, 16.0808316)"
1430,UP Platerów,"(52.3019807, 22.8184308)"
1431,AP Marcinkowice,"(50.2056902, 20.4290369)"
1432,FUP Kluczbork 1,"(50.9730701, 18.2140089)"
1433,UP Bobrowniki n. Wisłą,"(51.548774, 21.9333433)"
1434,UP Trzciel,"(52.365166, 15.873213)"
1435,UP Gorlice 1,"(49.6663323, 21.16348426717198)"
1436,UP Drezdenko,"(52.8396642, 15.8323083)"
1437,UP Ząbki 2,"(52.29233345, 21.114699883572584)"
1438,UP Kobyłka,"(52.33997115, 21.190544150080274)"
1439,AP Cegielnia,"(52.6896269, 19.475328)"
1440,UP Warszawa 92,"(52.2319581, 21.0067249)"
1441,UP Biała Piska,"(52.7962925, 23.2369031)"
1442,UP Chełmża,"(53.1923757, 18.61255454954931)"
1443,UP Kielce 9,"(50.85403585, 20.609914352101452)"
1444,UP Gozdowo,"(52.2903529, 17.6464349)"
1445,UP Warszawa 34,"(52.2319581, 21.0067249)"
1446,UP Sulejówek 1,"(52.2467992, 21.282523)"
1447,FUP Bydgoszcz 2,"(53.12974625, 18.029369658534854)"
1448,UP Szczucin,"(50.3090256, 21.075161)"
1449,FUP Łask,"(51.5929947, 19.1334784)"
1450,UP Głogów Małopolski,"(51.67019285, 16.06140366346836)"
1451,UP Raniżów,"(50.2586609, 21.9714293)"
1452,AP Modlnica,"(50.2694428, 16.7304702)"
1453,UP Topólka,"(52.5033117, 18.7127549)"
1454,UP Ciepielów,"(51.2477252, 21.5747338)"
1455,UP Sienno k. Iłży,"(51.08489, 21.4737425)"
1456,UP Strzelce Wielkie k. Pajęczna,"(52.67644, 18.10092)"
1457,UP Milejów,"(51.3486468, 19.7088613)"
1458,UP Więcbork,"(53.3525453, 17.4873925)"
1459,FUP Świnoujście 1,"(53.9097477, 14.2510703)"
1460,UP Przemków 1,"(51.5275418, 15.7874473)"
1461,UP Jordanów,"(49.6489124, 19.83834915265816)"
1462,FUP Mysiadło,"(52.1016841, 21.0182398)"
1463,UP Błonie,"(52.1946065, 20.6169694)"
1464,UP Izabelin k. Warszawy,"(52.7076808, 19.4530677)"
1465,UP Warszawa 72,"(52.2319581, 21.0067249)"
1466,UP Warszawa 127,"(52.2319581, 21.0067249)"
1467,UP Włocławek 1,"(52.6655636, 19.096129748054388)"
1468,FUP Warszawa 50,"(52.2319581, 21.0067249)"
1469,UP Warszawa 82,"(52.2319581, 21.0067249)"
1470,UP Warszawa 23,"(52.2319581, 21.0067249)"
1471,FUP Bielawa 1,"(50.675389800000005, 16.607192643781275)"
1472,UP Katowice 3,"(50.2137321, 19.00588775660632)"
1473,UP Sidzina,"(49.6125617, 19.7278508)"
1474,UP Czarny Dunajec,"(50.5278795, 23.36558918470087)"
1475,UP Bukowina Tatrzańska,"(50.50239, 23.59893)"
1476,UP Chełmiec,"(50.8503473, 21.0681264)"
1477,FUP Nowy Sącz 2,"(53.6462325, 18.7290468)"
1478,UP Łososina Dolna,"(49.7623615, 20.6388885)"
1479,UP Stary Sącz,"(53.4286941, 14.5323632)"
1480,UP Kamienica,"(50.4391907, 20.7969776)"
1481,UP Łukowica,"(49.61038, 20.48483)"
1482,UP Lipnica Wielka,"(51.3127468, 16.6958286)"
1483,UP Nowe Brzesko,"(53.6462325, 18.7290468)"
1484,UP Jodłownik,"(50.64660085, 16.61408096135165)"
1485,UP Uście Gorlickie,"(52.0187575, 15.9452155)"
1486,UP Bobowa,"(49.7130028, 20.9576054)"
1487,UP Gródek nad Dunajcem,"(53.5016001, 18.3577913)"
1488,UP Nawojowa,"(50.3959312, 16.4043497)"
1489,FUP Strzelin,"(50.78092, 17.0683947)"
1490,UP Piwniczna-Zdrój,"(49.4406462, 20.7142303)"
1491,FUP Bielsko-Biała 3,"(49.81207845, 19.029198802013944)"
1492,FUP Wadowice,"(49.8834484, 19.4925345)"
1493,UP Jasienica,"(49.8134638, 18.9196004)"
1494,UP Kraków 46,"(50.0469432, 19.997153435836697)"
1495,UP Nadarzyn,"(52.0947222, 20.8075)"
1496,UP Korzenna,"(49.6832111, 20.8418416)"
1497,UP Panki,"(49.7152365, 19.5230093)"
1498,FUP Świętochłowice 1,"(50.2989445, 18.907466206416952)"
1499,UP Tworóg,"(50.5319435, 18.7187362)"
1500,UP Zator,"(49.9963053, 19.4376782)"
1501,FUP Bielsko-Biała 2,"(49.81207845, 19.029198802013944)"
1502,UP Kozy,"(49.8462862, 19.145175)"
1503,UP Międzybrodzie Bialskie,"(49.6037409, 22.1990633)"
1504,AP Podwilk,"(49.5435034, 19.7310947)"
1505,AP Mikołów,"(50.19600335, 18.853851637416344)"
1506,UP Zawoja,"(49.6600228, 19.5579106)"
1507,UP Bielsko-Biała 13,"(49.81207845, 19.029198802013944)"
1508,UP Łodygowice,"(49.7304647, 19.1403324)"
1509,UP Węgierska Górka,"(50.0442777, 19.9510013)"
1510,UP Wilkowice,"(51.9372222, 18.9819444)"
1511,UP Tokarnia,"(49.5486875, 20.880764)"
1512,UP Wiśniowa,"(50.8383333, 16.6233333)"
1513,UP Ciężkowice,"(49.786464, 20.9737542)"
1514,UP Tarnów 3,"(50.025988299999995, 20.96405842696229)"
1515,AP Szymbark,"(53.6460716, 19.4864091)"
1516,UP Andrychów,"(49.8555791, 19.3436756)"
1517,UP Bestwina,"(49.8974396, 19.0585799)"
1518,UP Toszek,"(50.4551063, 18.5180604)"
1519,AP Bielsko-Biała,"(49.81207845, 19.029198802013944)"
1520,UP Bielsko-Biała 3,"(49.81207845, 19.029198802013944)"
1521,FUP Bielsko-Biała 1,"(49.81207845, 19.029198802013944)"
1522,UP Bielsko-Biała 12,"(49.81207845, 19.029198802013944)"
1523,UP Wilamowice k. Oświęcimia,"(49.9167395, 19.1524707)"
1524,UP Katowice 33,"(50.2137321, 19.00588775660632)"
1525,UP Jeleśnia,"(49.6295063, 19.3313366)"
1526,UP Szczyrk,"(49.69649115, 19.010946935372793)"
1527,FUP Żywiec 1,"(49.706496099999995, 19.21914906371902)"
1528,AP Mazańcowice,"(49.8597451, 18.9907737)"
1529,UP Wielowieś k. Gliwic,"(51.3066364, 17.6715862)"
1530,FUP Jasienica,"(49.8134638, 18.9196004)"
1531,UP Bystra,"(49.6569834, 21.0928624)"
1532,UP Bielsko-Biała 4,"(49.81207845, 19.029198802013944)"
1533,UP Krasnobród,"(50.5460046, 23.2115593)"
1534,FUP Bielsko-Biała 16,"(49.81207845, 19.029198802013944)"
1535,FUP Gdynia 14,"(54.50383255, 18.462806155884614)"
1536,UP Stęszew,"(52.2793539, 16.6999331)"
1537,UP Komorniki 1,"(51.530574, 16.1448619)"
1538,UP Murowana Goślina 1,"(50.0302778, 19.6252778)"
1539,AP Borówiec,"(52.2800264, 17.0424488)"
1540,AP Wiry,"(52.3197406, 16.8542748)"
1541,FUP Murowana Goślina 1,"(50.0302778, 19.6252778)"
1542,AP Kórnik,"(52.2492751, 17.0901242)"
1543,UP Poznań 61,"(52.4006632, 16.91973259178088)"
1544,AP Owińska,"(52.5139261, 16.9725174)"
1545,UP Poznań 10,"(52.4006632, 16.91973259178088)"
1546,AP Zalasewo,"(52.386163, 17.074423)"
1547,UP Piła 1,"(53.1511324, 16.7380343)"
1548,FUP Poznań 5,"(52.4006632, 16.91973259178088)"
1549,FUP Poznań 33,"(52.4006632, 16.91973259178088)"
1550,AP Pobiedziska,"(52.4773387, 17.2870352)"
1551,FUP Puszczykowo,"(52.277297649999994, 16.855942902518983)"
1552,UP Puszczykowo,"(52.277297649999994, 16.855942902518983)"
1553,FUP Poznań 54,"(52.4006632, 16.91973259178088)"
1554,UP Ośno Lubuskie,"(52.455132, 14.8682003)"
1555,UP Krasiczyn,"(49.7762257, 22.6521706)"
1556,FUP Stalowa Wola 1,"(52.3903831, 17.0150007)"
1557,UP Zgierz 2,"(51.8555209, 19.390634827153598)"
1558,UP Augustów 1,"(53.8437331, 22.9802357)"
1559,UP Łańcut,"(50.069594949999995, 22.233505598976215)"
1560,UP Żyrardów 1,"(52.05553205, 20.44464353021984)"
1561,UP Stawiszyn,"(51.9182364, 18.1115413)"
1562,UP Opatówek,"(51.7394437, 18.2137254)"
1563,FUP Poznań 53,"(52.4006632, 16.91973259178088)"
1564,FUP Szamotuły,"(52.6120328, 16.5831241)"
1565,UP Poznań 46,"(52.4006632, 16.91973259178088)"
1566,FUP Poznań 20,"(52.4006632, 16.91973259178088)"
1567,FUP Poznań 36,"(52.4006632, 16.91973259178088)"
1568,UP Zwoleń,"(52.4313708, 19.555107)"
1569,AP Dąbrówka,"(52.45019, 19.36263)"
1570,UP Poznań 54,"(52.4006632, 16.91973259178088)"
1571,FUP Poznań 46,"(52.4006632, 16.91973259178088)"
1572,AP Skórzewo,"(52.3920508, 16.7908473)"
1573,FUP Inowrocław 2,"(52.781464299999996, 18.246308553210774)"
1574,UP Zbąszyń,"(52.2501028, 15.9209286)"
1575,UP Margonin,"(52.9732912, 17.0948899)"
1576,AP Środa Wielkopolska,"(52.239948049999995, 17.28084812560462)"
1577,FUP Poznań 2,"(52.4006632, 16.91973259178088)"
1578,AP Paczkowo,"(53.7159368, 19.1060799)"
1579,UP Giżycko 1,"(54.0361354, 21.7661326027255)"
1580,FUP Kędzierzyn-Koźle 1,"(50.3448836, 18.2109594)"
1581,UP Warszawa 88,"(52.2319581, 21.0067249)"
1582,FUP Giżycko 1,"(54.0361354, 21.7661326027255)"
1583,FUP Kętrzyn 1,"(54.08239245, 21.365154364692174)"
1584,UP Reszel,"(54.0482576, 21.1421611)"
1585,FUP Łódź 6,"(51.7687323, 19.4569911)"
1586,FUP Mrągowo 1,"(53.868574100000004, 21.305158654982982)"
1587,FUP Kraśnik 1,"(50.943493200000006, 22.208352670460982)"
1588,UP Katowice 13,"(50.2137321, 19.00588775660632)"
1589,UP Twardogóra,"(51.364557, 17.469599)"
1590,UP Stromiec,"(51.6464554, 21.0910141)"
1591,UP Olsztynek,"(53.5834201, 20.2816198)"
1592,FUP Białystok 1,"(53.127505049999996, 23.147050870161664)"
1593,UP Nidzica,"(53.3613838, 20.4275719)"
1594,UP Sępopol,"(54.264716, 21.0146462)"
1595,FUP Lębork 1,"(54.5326494, 17.744474748366954)"
1596,UP Czarna Białostocka,"(51.3938508, 18.6338405)"
1597,UP Żabia Wola,"(49.5389102, 21.8486283)"
1598,UP Czerniewice k. Rawy Mazowieckiej,"(51.6547437, 20.1569703)"
1599,UP Rawa Mazowiecka,"(51.5503102, 22.3747364)"
1600,UP Żarnów,"(51.2479931, 20.1720504)"
1601,UP Brzeziny k. Łodzi,"(51.80066075, 19.74462059147693)"
1602,UP Ruciane-Nida 1,"(53.65042, 21.55982)"
1603,UP Pisz 1,"(53.6294943, 21.8098191)"
1604,UP Tarczyn k. Warszawy,"(51.9802935, 20.8339613)"
1605,UP Nowe Miasto nad Pilicą,"(53.6462325, 18.7290468)"
1606,FUP Tomaszów Mazowiecki 1,"(51.2179132, 20.1198905)"
1607,UP Wolbórz,"(51.5036311, 19.830319)"
1608,AP Przytkowice,"(49.9199121, 19.6828618)"
1609,FUP Łódź 23,"(51.7687323, 19.4569911)"
1610,UP Grójec,"(51.8655126, 20.8675017)"
1611,UP Lgota Wielka,"(50.3548867, 19.977279)"
1612,UP Krośniewice,"(52.2560639, 19.1689326)"
1613,UP Włocławek 14,"(52.6655636, 19.096129748054388)"
1614,UP Świerklaniec,"(50.4393321, 18.9388857)"
1615,UP Pakość,"(52.8073319, 18.0899612)"
1616,UP Nieborów k. Łowicza,"(52.0710912, 20.0702329)"
1617,UP Słupno,"(52.3885516, 21.1455891)"
1618,UP Nysa 3,"(50.4738029, 17.3324733)"
1619,FUP Skierniewice 1,"(51.95805445, 20.144870111023707)"
1620,UP Bysław,"(53.5062187, 17.996857)"
1621,FUP Czerwonak,"(52.46696, 16.98026)"
1622,UP Piotrków Trybunalski 1,"(50.7172566, 16.8821979)"
1623,UP Wronki,"(52.7101225, 16.3742272)"
1624,UP Książ Wielkopolski,"(52.6314137, 18.2476328)"
1625,UP Kamień k. Rudnika n. Sanem,"(50.9527248, 15.3697507)"
1626,UP Lwówek k. Nowego Tomyśla,"(52.4489307, 16.1803554)"
1627,FUP Suchy Las,"(49.5388567, 21.0711968)"
1628,PP Komorniki P204,"(51.530574, 16.1448619)"
1629,UP Poznań 45,"(52.4006632, 16.91973259178088)"
1630,AP Kobylnica,"(54.4486075, 16.9812893)"
1631,UP Sulęcin,"(52.4413768, 15.1161501)"
1632,UP Gostynin,"(52.424245299999995, 19.463338416212153)"
1633,UP Olecko,"(54.0398024, 22.4934246)"
1634,UP Żołynia,"(50.1614341, 22.3062798)"
1635,AP Gniezno,"(52.52465015, 17.598152438162245)"
1636,FUP Poznań 47,"(52.4006632, 16.91973259178088)"
1637,UP Nowe Miasto Lubawskie,"(53.6462325, 18.7290468)"
1638,UP Łódź 79,"(51.7687323, 19.4569911)"
1639,UP Czarnków,"(52.90107245, 16.572584219404398)"
1640,AP Kowalów,"(50.5055556, 20.102837)"
1641,UP Łódź 84,"(51.7687323, 19.4569911)"
1642,UP Woźniki Śląskie,"(50.58757, 19.05677)"
1643,AP Gowarzewo,"(52.3615998, 17.1323006)"
1644,UP Baranów,"(52.12305, 20.47315)"
1645,UP Bydgoszcz 46,"(53.12974625, 18.029369658534854)"
1646,UP Dąbrowa Chełmińska,"(52.9663293, 20.2781539)"
1647,FUP Solec Kujawski 1,"(52.4384757, 19.3693462)"
1648,UP Bydgoszcz 27,"(53.12974625, 18.029369658534854)"
1649,UP Suchożebry,"(52.2613553, 22.2544007)"
1650,UP Łabiszyn,"(52.9528653, 17.9205877)"
1651,UP Bodzanów,"(52.501249, 20.0298756)"
1652,UP Płock 12,"(52.535347099999996, 19.713630138580008)"
1653,UP Gąbin,"(52.39942, 19.73072)"
1654,UP Dobrzejewice,"(53.005, 18.835556)"
1655,UP Nowa Wieś Wielka,"(53.6462325, 18.7290468)"
1656,UP Pruszcz k. Bydgoszczy,"(54.25785495, 18.65011494396544)"
1657,UP Kruszwica 1,"(52.6743797, 18.3254766)"
1658,UP Bydgoszcz 2,"(53.12974625, 18.029369658534854)"
1659,UP Kleczew,"(52.3707265, 18.1779886)"
1660,UP Cekcyn,"(53.5747748, 18.0085468)"
1661,FUP Gorzów Wielkopolski 16,"(50.0799574, 19.2325957)"
1662,UP Cmolas,"(50.294938, 21.7444047)"
1663,UP Żurawica,"(49.8237231, 22.7998479)"
1664,UP Majdan Królewski,"(53.052466, 23.5700757)"
1665,UP Nowa Dęba,"(53.6462325, 18.7290468)"
1666,UP Rzeszów 13,"(50.013064, 22.016143457294312)"
1667,UP Sieniawa,"(50.1780728, 22.6102155)"
1668,UP Nowa Ruda 1,"(53.6462325, 18.7290468)"
1669,UP Ropczyce,"(50.0528608, 21.6116324)"
1670,UP Tyczyn,"(49.9637919, 22.0336719)"
1671,UP Świlcza,"(50.0714236, 21.8998941)"
1672,UP Rzeszów 11,"(50.013064, 22.016143457294312)"
1673,UP Strumień,"(49.9171995, 18.7634908)"
1674,UP Mielec 4,"(50.280247349999996, 21.46313425491699)"
1675,UP Rzeszów 14,"(50.013064, 22.016143457294312)"
1676,UP Grębów,"(50.5654299, 21.8746189)"
1677,UP Raków k. Staszowa,"(50.6750443, 21.0423365)"
1678,UP Padew Narodowa,"(50.4342466, 21.5058853)"
1679,UP Bircza,"(49.691222, 22.4804308)"
1680,UP Koluszki,"(51.7444956, 19.817966)"
1681,UP Dzikowiec k. Kolbuszowej,"(50.5709287, 16.5729367)"
1682,UP Wrocław 66,"(51.1263106, 16.97819633051261)"
1683,FUP Czerwionka-Leszczyny 3,"(50.1449958, 18.6531994)"
1684,FUP Ustroń k. Cieszyna 1,"(49.7186488, 18.825107461055197)"
1685,FUP Łazy 1,"(50.4276105, 19.3948494)"
1686,UP Częstochowa 26,"(50.8120466, 19.113213)"
1687,UP Wola k. Pszczyny,"(52.2362379, 20.9547815)"
1688,AP Mysłowice,"(50.2096211, 19.132165997410812)"
1689,UP Pszów,"(50.0449928, 18.396218983578315)"
1690,UP Istebna,"(49.5748339, 18.8935401)"
1691,FUP Warszawa 27,"(52.2319581, 21.0067249)"
1692,UP Grębków k. Kałuszyna,"(52.2690006, 21.9105923)"
1693,FUP Olsztyn 10,"(53.7767239, 20.477781292210345)"
1694,FUP Jaworzno 1,"(50.1894999, 19.272511168425055)"
1695,AP Knurów,"(50.2071818, 18.663707304011943)"
1696,FUP Gliwice 22,"(50.30113145, 18.662347227971978)"
1697,UP Wohyń,"(51.7562261, 22.7863152)"
1698,UP Katowice 4,"(50.2137321, 19.00588775660632)"
1699,UP Sokółka,"(53.4049183, 23.4995562)"
1700,UP Tychy 8,"(50.126498049999995, 19.006784585824853)"
1701,UP Rydułtowy,"(50.0664038, 18.424506206793204)"
1702,FUP Ruda Śląska 1,"(50.3137908, 18.8529848)"
1703,UP Wiązownica,"(53.4433333, 22.3519445)"
1704,UP Kamienica Polska,"(50.4391907, 20.7969776)"
1705,UP Zbrosławice,"(50.41557, 18.7522)"
1706,UP Gilowice,"(49.711931, 19.3089524)"
1707,UP Knurów 1,"(50.2071818, 18.663707304011943)"
1708,UP Częstochowa 25,"(50.8120466, 19.113213)"
1709,FUP Wola k. Pszczyny,"(52.2362379, 20.9547815)"
1710,UP Warszawa 66,"(52.2319581, 21.0067249)"
1711,UP Czerwieńsk Odrzański,"(52.0130585, 15.4211463)"
1712,UP Torzym,"(52.3138586, 15.0828279)"
1713,FUP Szczecin 5,"(53.4301818, 14.5509623)"
1714,UP Żelazków,"(52.3027843, 17.9722165)"
1715,UP Krobia,"(51.7741006, 16.9845547)"
1716,UP Babimost,"(52.165312, 15.8285175)"
1717,UP Osielsko,"(53.1862966, 18.0769779)"
1718,UP Łomianki,"(52.3355273, 20.895012)"
1719,UP Włodawa 1,"(51.54154425, 23.528801875901806)"
1720,UP Jeziorany,"(53.9768604, 20.7459137)"
1721,UP Lubień Kujawski,"(51.399678300000005, 16.1993379441299)"
1722,UP Wiśniowa n. Wisłokiem,"(50.8383333, 16.6233333)"
1723,UP Żychlin,"(52.2440088, 19.6260932)"
1724,UP Józefów n. Wisłą,"(50.4808298, 23.0540591)"
1725,UP Pajęczno,"(51.1468824, 18.9956984)"
1726,UP Ujsoły,"(49.4824152, 19.1388455)"
1727,UP Fabianki,"(53.7546827, 19.4698165)"
1728,UP Warszawa 133,"(52.2319581, 21.0067249)"
1729,UP Polska Cerekiew,"(52.215933, 19.134422)"
1730,UP Ruda Śląska 11,"(50.3137908, 18.8529848)"
1731,UP Biłgoraj 1,"(50.53881485, 22.712481052013736)"
1732,UP Gorzyce k. Rybnika,"(49.962055649999996, 18.380319007839404)"
1733,UP Kiełczygłów,"(51.2385304, 18.9862863)"
1734,UP Zawadzkie,"(50.6065834, 18.4801284)"
1735,UP Brańsk,"(52.767255, 22.830933825716688)"
1736,UP Zebrzydowice,"(49.8699168, 18.6247092)"
1737,UP Chybie,"(49.8968955, 18.8151974)"
1738,FUP Panki,"(49.7152365, 19.5230093)"
1739,FUP Oświęcim,"(50.0336707, 19.260079835793633)"
1740,UP Kleszczów,"(50.1051938, 19.7487753)"
1741,FUP Żory 1,"(50.0388902, 18.680612383121996)"
1742,UP Zarszyn,"(49.5831586, 22.0150158)"
1743,UP Chełm Śląski,"(51.13558825, 23.493936945891463)"
1744,UP Alwernia,"(50.0690434, 19.5396737)"
1745,UP Kazimierz Dolny,"(50.051855, 19.9449466)"
1746,UP Brzeg Dolny 1,"(50.8588648, 17.464124493778538)"
1747,FUP Gryfino 1,"(53.2535889, 14.4924243)"
1748,UP Złotniki Kujawskie,"(52.4937835, 16.8450812)"
1749,UP Bydgoszcz 15,"(53.12974625, 18.029369658534854)"
1750,UP Tuchów,"(49.895219, 21.0538362)"
1751,UP Koneck,"(52.78401, 18.71609)"
1752,UP Strzelno,"(52.6301742, 18.1733807)"
1753,UP Przysucha,"(51.3585043, 20.6285468)"
1754,CI Centrum Infrastruktury Centrala,"(52.2311577, 21.0100632)"
1755,UP Sędziszów Małopolski,"(50.564781, 20.0538047)"
1756,UP Lewin Brzeski,"(51.9680556, 18.9702778)"
1757,AP Elbląg,"(54.1988997, 19.44108568736702)"
1758,FUP Warszawa 10,"(52.2319581, 21.0067249)"
1759,UP Witnica,"(52.6729399, 14.8972121)"
1760,UP Cieszanów,"(50.2454329, 23.1301265)"
1761,UP Bielawa 1,"(50.675389800000005, 16.607192643781275)"
1762,UP Byczyna,"(51.1142355, 18.2143288)"
1763,UP Mińsk Mazowiecki 2,"(52.18366525, 21.653045661303345)"
1764,FUP Warszawa 12,"(52.2319581, 21.0067249)"
1765,UP Pułtusk 1,"(52.7051109, 21.0840274)"
1766,UP Tłuszcz,"(52.4301697, 21.4355074)"
1767,UP Warszawa 89,"(52.2319581, 21.0067249)"
1768,PP Łomża B126,"(53.18243065, 22.052183817808846)"
1769,UP Malbork 2,"(54.0287383, 19.039396385383558)"
1770,FUP Malbork 1,"(54.0287383, 19.039396385383558)"
1771,UP Elbląg 1,"(54.1988997, 19.44108568736702)"
1772,FUP Ustka 1,"(54.573764600000004, 16.858728693053727)"
1773,UP Łubniany,"(50.7793118, 17.9987293)"
1774,FUP Bydgoszcz 13,"(53.12974625, 18.029369658534854)"
1775,UP Młynary,"(54.1876231, 19.7229376)"
1776,FUP Stegna,"(54.3286519, 19.1130637)"
1777,UP Werbkowice,"(50.751344399999994, 23.75483820767905)"
1778,UP Nowe Miasto nad Wartą,"(53.6462325, 18.7290468)"
1779,UP Wręczyca,"(51.1747157, 19.003923)"
1780,UP Kock,"(51.6383917, 22.4478158)"
1781,UP Poznań 36,"(52.4006632, 16.91973259178088)"
1782,UP Wieleń n. Notecią,"(52.8943347, 16.1712847)"
1783,UP Pustków 3,"(50.1427812, 21.4906079)"
1784,UP Warszawa 40,"(52.2319581, 21.0067249)"
1785,UP Dobre Miasto,"(51.8970802, 14.9020846)"
1786,UP Elbląg 15,"(54.1988997, 19.44108568736702)"
1787,FUP Elbląg 2,"(54.1988997, 19.44108568736702)"
1788,FUP Śrem 1,"(51.6428477, 15.9255544)"
1789,UP Pilchowice k. Gliwic,"(50.216057, 18.5636891)"
1790,UP Sanniki,"(52.33089, 19.86693)"
1791,UP Krasne,"(52.9225085, 20.9669382)"
1792,FUP Poznań 45,"(52.4006632, 16.91973259178088)"
1793,UP Jedlina-Zdrój,"(50.724228049999994, 16.337580957641258)"
1794,FUP Poznań 60,"(52.4006632, 16.91973259178088)"
1795,UP Ciechanów 1,"(52.871204399999996, 20.606245921754713)"
1796,UP Toruń 12,"(53.0145361, 18.596583144651557)"
1797,FUP Łódź 15,"(51.7687323, 19.4569911)"
1798,UP Trzcianka,"(53.0417582, 16.4610993)"
1799,AP Kliniska Wielkie,"(53.4608678, 14.7839664)"
1800,UP Barlinek,"(52.9920762, 15.2166391)"
1801,UP Myślibórz,"(52.924825, 14.8664799)"
1802,UP Kamieniec Poznański,"(50.457298, 16.549226)"
1803,FUP Szczecin 43,"(53.4301818, 14.5509623)"
1804,UP Rzeszów 5,"(50.013064, 22.016143457294312)"
1805,AP Mostkowo,"(53.85065, 20.12459)"
1806,UP Wolin,"(53.9131743, 14.52001388837596)"
1807,UP Szczecin 12,"(53.4301818, 14.5509623)"
1808,UP Świnoujście 10,"(53.9097477, 14.2510703)"
1809,UP Katowice 8,"(50.2137321, 19.00588775660632)"
1810,UP Solec-Zdrój,"(50.3675523, 20.8871758)"
1811,UP Wiązowna,"(52.1711968, 21.3039625)"
1812,UP Borowa k. Mielca,"(51.3275, 19.4888)"
1813,UP Szczebrzeszyn,"(50.6946972, 22.9786754)"
1814,FUP Lubin 1,"(51.399678300000005, 16.1993379441299)"
1815,UP Pasłęk 1,"(54.0626346, 19.6565365)"
